ID,PW,PH(V),PH(V)/PW,PH,PH/PW,SA,SA/PH(V)*PW,IFD,SFD,G_g,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,LD1,LD2,LD3,LD4,LD5,LD6,鲜重(g),干重(g),株高(cm),分蘖数,绿叶面积(mm2),叶片数,SandBox,D1,D2,RFD,stage,frac,frac_stage,frac_SFD,frac_SandBox,frac_D1,frac_D2,frac_RFD
W052,1014,807,0.795857988,1095.057,1.07993787,116188.583,14.20%,1.666,1.417,14.35800765,0.399,0.211,0.126,0.078,0.053,0.037,0.029,0.023,0.017,0.011,0.007,0.009,0.093,0.463,0.242,0.116,0.05,0.036,59.13000001,9.819999996,106,16,85920.6,35,1.495253128,2.107339636,1.501779284,2.28090697,stage 1,f2,12,stage_1_frac_1,stage_1_frac_2,stage_1_frac_1,stage_1_frac_2,stage_1_frac_0
W054,827,721,0.871825877,820.134,0.991697703,123065.833,20.64%,1.769,1.428,14.43188855,0.328,0.148,0.109,0.082,0.06,0.049,0.042,0.039,0.04,0.038,0.031,0.032,0.077,0.347,0.205,0.141,0.108,0.123,52.95,9.839999999,67,25,118471,72,1.607155483,2.128320791,1.522306512,2.319065938,stage 1,f2,12,stage_1_frac_1,stage_1_frac_0,stage_1_frac_1,stage_1_frac_2,stage_1_frac_2
W056,690,654,0.947826087,711.69,1.031434783,72190.917,16.00%,1.766,1.354,13.9291778,0.371,0.165,0.08,0.057,0.049,0.043,0.044,0.048,0.043,0.035,0.033,0.033,0.102,0.354,0.185,0.103,0.091,0.164,31.04999999,6.109999999,53,27,64233.3,54,1.6008287,2.06375357,1.431784576,2.335389741,stage 1,f2,12,stage_1_frac_2,stage_1_frac_0,stage_1_frac_0,stage_1_frac_1,stage_1_frac_1
W057,840,751,0.894047619,997.783,1.187836905,148409.167,23.53%,1.783,1.449,14.47580396,0.301,0.152,0.1,0.066,0.05,0.05,0.055,0.057,0.059,0.049,0.038,0.023,0.069,0.326,0.184,0.139,0.13,0.153,70.30000001,12.2,82,20,160940,65,1.623143203,2.125642073,1.538630795,2.286102569,stage 1,f2,12,stage_1_frac_1,stage_1_frac_0,stage_1_frac_1,stage_1_frac_2,stage_1_frac_0
W058,602,934,1.551495017,955.642,1.587445183,94984.583,16.89%,1.76,1.388,14.65220808,0.298,0.158,0.102,0.082,0.069,0.065,0.064,0.053,0.042,0.034,0.022,0.013,0.091,0.31,0.215,0.16,0.11,0.114,32.82000001,8.749999997,70,17,64510.80352,37,1.561957116,2.095224751,1.450519518,2.352042727,stage 1,f2,12,stage_1_frac_2,stage_1_frac_1,stage_1_frac_0,stage_1_frac_1,stage_1_frac_1
W059,632,844,1.335443038,875.887,1.385897152,106792.75,20.02%,1.773,1.405,14.24824306,0.311,0.15,0.106,0.072,0.052,0.044,0.045,0.044,0.039,0.039,0.043,0.054,0.091,0.309,0.199,0.142,0.101,0.159,50.06999998,8.130000004,63.5,26,104481.6314,75,1.567419157,2.097840384,1.495362564,2.325157665,stage 1,f2,12,stage_1_frac_1,stage_1_frac_1,stage_1_frac_0,stage_1_frac_1,stage_1_frac_2
W060,773,1031,1.333764554,1100.933333,1.424234584,103982.75,13.05%,1.707,1.399,14.171728,0.366,0.179,0.105,0.078,0.064,0.059,0.05,0.034,0.024,0.015,0.01,0.018,0.09,0.389,0.218,0.164,0.088,0.051,46.70000002,8.109999999,80,18,84567.641,42,1.509405967,2.092933601,1.476825784,2.306305226,stage 1,f2,12,stage_1_frac_1,stage_1_frac_2,stage_1_frac_0,stage_1_frac_1,stage_1_frac_2
W061,908,1070,1.178414097,1143.441,1.259296256,148903.333,15.33%,1.741,1.451,14.61125298,0.352,0.167,0.1,0.077,0.061,0.052,0.046,0.035,0.027,0.021,0.019,0.041,0.081,0.373,0.214,0.136,0.09,0.106,77.41999999,14.19,85,22,152163.0641,71,1.565208319,2.142952939,1.542091549,2.280029178,stage 1,f2,12,stage_1_frac_1,stage_1_frac_1,stage_1_frac_1,stage_1_frac_2,stage_1_frac_0
W063,734,984,1.340599455,1054.637,1.43683515,122736.417,16.99%,1.734,1.421,14.45028749,0.374,0.164,0.097,0.078,0.064,0.053,0.043,0.037,0.031,0.022,0.018,0.019,0.082,0.365,0.208,0.167,0.095,0.083,53.65,10.17,76.4,19,107177.2516,55,1.55091612,2.110068857,1.509238232,2.290275973,stage 1,f2,12,stage_1_frac_1,stage_1_frac_1,stage_1_frac_1,stage_1_frac_2,stage_1_frac_0
W065,800,967,1.20875,1007.355,1.25919375,124189.917,16.05%,1.758,1.423,14.33169913,0.333,0.152,0.099,0.077,0.063,0.054,0.045,0.039,0.035,0.039,0.033,0.031,0.072,0.338,0.216,0.142,0.101,0.131,48.78000001,9.880000002,71.5,21,142533.9661,55,1.574284806,2.106768259,1.510157233,2.274764426,stage 1,f2,12,stage_1_frac_1,stage_1_frac_1,stage_1_frac_1,stage_1_frac_2,stage_1_frac_0
W066,519,652,1.256262042,708.443,1.365015414,65333.583,19.31%,1.734,1.337,13.81997168,0.318,0.154,0.1,0.072,0.058,0.058,0.056,0.055,0.049,0.037,0.022,0.021,0.089,0.34,0.204,0.156,0.116,0.094,27.28,4.170000001,53,14,57333.01388,37,1.576085962,2.054493738,1.410865474,2.322258848,stage 1,f2,12,stage_1_frac_2,stage_1_frac_1,stage_1_frac_0,stage_1_frac_1,stage_1_frac_2
W068,720,908,1.261111111,950.132,1.319627778,85772.25,13.12%,1.727,1.372,14.11703192,0.356,0.159,0.101,0.077,0.062,0.048,0.044,0.035,0.028,0.023,0.027,0.039,0.098,0.374,0.205,0.133,0.084,0.105,36.07999999,6.290000002,76.3,17,83545.08716,54,1.525757463,2.088228867,1.458244681,2.303785757,stage 1,f2,12,stage_1_frac_2,stage_1_frac_1,stage_1_frac_0,stage_1_frac_1,stage_1_frac_2
W070,1011,1073,1.06132542,1165.503,1.152821958,164318.833,15.15%,1.721,1.46,14.70167546,0.358,0.2,0.124,0.081,0.06,0.048,0.04,0.03,0.019,0.015,0.013,0.012,0.077,0.42,0.251,0.13,0.065,0.059,61.67,12.27,86.4,22,167823.9823,76,1.551998248,2.153422503,1.550780422,2.291388571,stage 1,f2,12,stage_1_frac_1,stage_1_frac_1,stage_1_frac_1,stage_1_frac_2,stage_1_frac_0
W071,1157,866,0.748487468,1078.711111,0.932334582,170466.333,17.01%,1.759,1.466,14.72706747,0.334,0.155,0.099,0.079,0.064,0.055,0.049,0.044,0.037,0.031,0.026,0.025,0.076,0.34,0.199,0.152,0.117,0.115,73.10999998,13.77,86,27,170877.542,82,1.577397797,2.165177699,1.556664559,2.283455845,stage 1,f2,12,stage_1_frac_1,stage_1_frac_1,stage_1_frac_1,stage_1_frac_2,stage_1_frac_0
W072,801,768,0.958801498,838.625,1.046972534,154988.75,25.19%,1.813,1.454,14.49599241,0.293,0.148,0.096,0.067,0.051,0.044,0.041,0.04,0.038,0.038,0.04,0.103,0.071,0.304,0.174,0.132,0.098,0.221,72.84000001,13.45,59.3,44,182100,107,1.632075154,2.140492889,1.544790591,2.295341479,stage 1,f2,12,stage_1_frac_1,stage_1_frac_0,stage_1_frac_1,stage_1_frac_2,stage_1_frac_0
W073,773,825,1.067270375,872.451,1.128655886,138248.5,21.68%,1.806,1.439,14.50294772,0.301,0.14,0.094,0.073,0.055,0.044,0.04,0.038,0.038,0.037,0.045,0.095,0.077,0.293,0.177,0.123,0.103,0.227,71.32999998,14.34,60.5,35,185812.5993,114,1.621993403,2.123418422,1.529451306,2.301554415,stage 1,f2,12,stage_1_frac_1,stage_1_frac_0,stage_1_frac_1,stage_1_frac_2,stage_1_frac_2
W074,1081,768,0.710453284,958.936,0.887082331,156252.75,18.82%,1.779,1.459,14.53360251,0.32,0.164,0.106,0.072,0.052,0.043,0.037,0.039,0.049,0.053,0.041,0.026,0.076,0.349,0.194,0.122,0.121,0.138,75.44999998,13.42000001,76,28,170998,82,1.616417523,2.148931849,1.551298359,2.298990951,stage 1,f2,12,stage_1_frac_1,stage_1_frac_0,stage_1_frac_1,stage_1_frac_2,stage_1_frac_0
W075,893,738,0.826427772,957.658,1.072405375,163750,24.85%,1.746,1.462,14.57394961,0.322,0.185,0.115,0.08,0.059,0.045,0.038,0.034,0.036,0.033,0.027,0.026,0.079,0.382,0.224,0.129,0.083,0.103,64.22000002,11.6,75,24,152527.5453,82,1.604422933,2.132939394,1.539397233,2.29083879,stage 1,f2,12,stage_1_frac_1,stage_1_frac_0,stage_1_frac_1,stage_1_frac_2,stage_1_frac_0
W077,858,801,0.933566434,958.524,1.117160839,143749.333,20.92%,1.788,1.444,14.58260676,0.321,0.163,0.1,0.072,0.062,0.056,0.055,0.053,0.042,0.035,0.022,0.019,0.077,0.324,0.208,0.176,0.118,0.096,64.73000003,11.5,88,22,130757,71,1.609746281,2.128546832,1.538303039,2.308005986,stage 1,f2,12,stage_1_frac_1,stage_1_frac_0,stage_1_frac_1,stage_1_frac_2,stage_1_frac_2
W078,575,555,0.965217391,624.495,1.086078261,70392.083,22.06%,1.797,1.348,13.80028084,0.325,0.147,0.1,0.065,0.056,0.046,0.046,0.045,0.042,0.027,0.03,0.071,0.078,0.334,0.206,0.113,0.075,0.193,38.20999998,6.610000001,41,31,100869,77,1.634296948,2.05977795,1.433304039,2.335168731,stage 1,f2,12,stage_1_frac_2,stage_1_frac_0,stage_1_frac_0,stage_1_frac_1,stage_1_frac_1
W079,960,985,1.026041667,1035.73,1.078885417,116768.917,12.35%,1.694,1.415,14.42049529,0.432,0.173,0.091,0.064,0.058,0.054,0.043,0.034,0.023,0.015,0.005,0.007,0.099,0.421,0.224,0.126,0.072,0.058,52.71999999,10.54,74,14,102316.9366,47,1.524778554,2.114617225,1.501848825,2.290550906,stage 1,f2,12,stage_1_frac_1,stage_1_frac_1,stage_1_frac_1,stage_1_frac_2,stage_1_frac_0
W080,677,898,1.326440177,951.603,1.40561743,89315.083,14.69%,1.719,1.377,14.49276292,0.444,0.185,0.09,0.056,0.042,0.033,0.031,0.032,0.033,0.024,0.014,0.017,0.083,0.422,0.204,0.132,0.091,0.068,24.81000001,5.329999999,68.5,13,57964.62952,33,1.536859183,2.084166076,1.464407288,2.309365217,stage 1,f2,12,stage_1_frac_2,stage_1_frac_1,stage_1_frac_0,stage_1_frac_1,stage_1_frac_2
W081,926,941,1.016198704,1123.297,1.213063715,121134.167,13.90%,1.69,1.421,14.74902347,0.448,0.179,0.098,0.066,0.047,0.042,0.038,0.029,0.021,0.013,0.009,0.01,0.098,0.431,0.222,0.134,0.07,0.046,51.51000002,9.599999995,85.5,16,84262.27497,59,1.542436874,2.120537194,1.491633958,2.296399931,stage 1,f2,12,stage_1_frac_1,stage_1_frac_1,stage_1_frac_1,stage_1_frac_1,stage_1_frac_0
W083,649,730,1.124807396,895.002,1.379047766,97163.917,20.51%,1.791,1.387,14.18976606,0.297,0.149,0.096,0.076,0.059,0.05,0.045,0.039,0.034,0.035,0.051,0.069,0.077,0.297,0.192,0.142,0.097,0.194,49.87000002,10.32,56.5,20,106835.6413,59,1.620608942,2.081219244,1.467583954,2.311509965,stage 1,f2,12,stage_1_frac_2,stage_1_frac_0,stage_1_frac_0,stage_1_frac_1,stage_1_frac_2
W084,806,870,1.079404467,892.742,1.107620347,135543.5,19.33%,1.771,1.436,14.38466452,0.321,0.169,0.104,0.079,0.058,0.042,0.036,0.034,0.034,0.035,0.042,0.045,0.07,0.349,0.216,0.13,0.087,0.148,47.38000001,9.339999998,65.5,25,130101.9193,79,1.592119439,2.11852421,1.523818613,2.288063673,stage 1,f2,12,stage_1_frac_1,stage_1_frac_0,stage_1_frac_1,stage_1_frac_2,stage_1_frac_0
W085,836,870,1.040669856,930.555,1.113104067,111277.333,15.30%,1.763,1.406,14.33109763,0.367,0.137,0.081,0.064,0.052,0.049,0.044,0.044,0.044,0.046,0.039,0.031,0.075,0.332,0.19,0.143,0.117,0.144,45.65,10.23,65.2,18,110119.4612,55,1.572462671,2.099138799,1.492353622,2.294138175,stage 1,f2,12,stage_1_frac_1,stage_1_frac_1,stage_1_frac_0,stage_1_frac_1,stage_1_frac_0
W087,627,794,1.266347687,878.7111111,1.401453128,108520.417,21.80%,1.775,1.408,14.14591765,0.27,0.156,0.103,0.078,0.059,0.053,0.051,0.046,0.046,0.052,0.046,0.041,0.075,0.294,0.204,0.145,0.124,0.158,59.88000003,10.63,59,24,95844.802,77,1.588893037,2.097428871,1.495267679,2.309300191,stage 1,f2,12,stage_1_frac_1,stage_1_frac_0,stage_1_frac_0,stage_1_frac_1,stage_1_frac_2
W088,695,917,1.31942446,963.1555556,1.385835332,104807.25,16.45%,1.749,1.401,14.21178198,0.291,0.156,0.11,0.091,0.081,0.064,0.052,0.045,0.036,0.029,0.022,0.025,0.065,0.331,0.258,0.171,0.092,0.084,44.81999998,8.14,69,20,89978.457,55,1.520794799,2.09967092,1.48379146,2.308241106,stage 1,f2,12,stage_1_frac_1,stage_1_frac_1,stage_1_frac_1,stage_1_frac_1,stage_1_frac_2
W089,923,906,0.981581798,922.148,0.999076923,160224.083,19.16%,1.803,1.463,14.93500115,0.289,0.144,0.094,0.068,0.06,0.051,0.046,0.045,0.047,0.049,0.052,0.054,0.084,0.3,0.189,0.152,0.114,0.162,59.48000002,14.29,65.9,37,126886.3731,88,1.60722,2.169772131,1.552814066,2.334157396,stage 1,f0,10,stage_1_frac_1,stage_1_frac_0,stage_1_frac_1,stage_1_frac_2,stage_1_frac_1
W090,927,843,0.909385113,917.476,0.989725998,159525.083,20.41%,1.793,1.461,14.76641812,0.279,0.162,0.116,0.077,0.061,0.048,0.039,0.035,0.032,0.034,0.045,0.072,0.074,0.332,0.214,0.123,0.087,0.169,68.76999998,13.09,76.1,38,160642,96,1.63101134,2.162506,1.562004673,2.315390681,stage 1,f0,10,stage_1_frac_1,stage_1_frac_0,stage_1_frac_1,stage_1_frac_2,stage_1_frac_2
W092,937,814,0.868729989,983.084,1.049182497,120172.833,15.76%,1.751,1.422,14.42094325,0.332,0.173,0.122,0.092,0.07,0.049,0.037,0.033,0.029,0.025,0.018,0.021,0.08,0.362,0.24,0.144,0.092,0.082,42.31000001,7.629999998,75.8,21,102405,59,1.557973022,2.1181313,1.506963586,2.312334054,stage 1,f2,12,stage_1_frac_1,stage_1_frac_1,stage_1_frac_1,stage_1_frac_2,stage_1_frac_2
W093,925,1007,1.088648649,1076.898,1.164214054,171270.333,18.39%,1.781,1.47,14.88027744,0.318,0.172,0.101,0.068,0.055,0.045,0.037,0.035,0.034,0.035,0.04,0.061,0.095,0.338,0.194,0.119,0.09,0.164,69.60999999,13.37,75,35,157538.3142,103,1.60345855,2.171381811,1.562718328,2.324869514,stage 1,f0,10,stage_1_frac_1,stage_1_frac_0,stage_1_frac_1,stage_1_frac_2,stage_1_frac_2
W095,918,967,1.053376906,1047.824,1.141420479,178770.25,20.14%,1.768,1.471,14.67852772,0.359,0.16,0.097,0.066,0.052,0.041,0.039,0.039,0.035,0.037,0.037,0.038,0.07,0.396,0.192,0.117,0.093,0.131,89.59000003,16.19000001,74.5,28,220486.9654,83,1.597703471,2.150986022,1.563324976,2.270862417,stage 1,f0,10,stage_1_frac_1,stage_1_frac_0,stage_1_frac_1,stage_1_frac_2,stage_1_frac_0
W096,897,906,1.010033445,1062.112,1.184071349,132586,16.31%,1.768,1.432,14.42631427,0.358,0.144,0.087,0.062,0.052,0.048,0.049,0.049,0.048,0.044,0.037,0.023,0.078,0.343,0.183,0.146,0.117,0.134,64.85000002,10.76,80.1,26,153929.6981,75,1.586494418,2.116988454,1.523652856,2.29285527,stage 1,f2,12,stage_1_frac_1,stage_1_frac_0,stage_1_frac_1,stage_1_frac_2,stage_1_frac_0
W097,807,795,0.985130112,903.59,1.119690211,97215.917,15.15%,1.685,1.385,14.26650772,0.444,0.189,0.104,0.067,0.047,0.032,0.03,0.026,0.023,0.017,0.012,0.01,0.09,0.426,0.219,0.119,0.079,0.066,31.51000001,5.309999999,67.2,16,84432.11101,43,1.553004616,2.074828256,1.448077443,2.290188504,stage 1,f2,12,stage_1_frac_2,stage_1_frac_1,stage_1_frac_0,stage_1_frac_1,stage_1_frac_0
W098,894,833,0.931767338,1003.096,1.12203132,169525.083,22.76%,1.803,1.468,14.74788938,0.282,0.158,0.105,0.08,0.06,0.046,0.039,0.036,0.034,0.036,0.045,0.08,0.07,0.328,0.206,0.125,0.091,0.18,69.16000001,13.30999999,69,52,191364.2754,118,1.626724261,2.165383481,1.565206738,2.316370705,stage 1,f0,10,stage_1_frac_1,stage_1_frac_0,stage_1_frac_1,stage_1_frac_2,stage_1_frac_2
W099,770,643,0.835064935,821.872,1.067366234,80765.833,16.31%,1.741,1.374,14.16273796,0.353,0.181,0.108,0.072,0.054,0.048,0.043,0.032,0.028,0.031,0.027,0.022,0.101,0.349,0.224,0.125,0.09,0.111,27.88,5.309999999,56,17,44111.6,#N/A,1.555160748,2.083191718,1.460213021,2.329159806,stage 1,f2,12,stage_1_frac_2,stage_1_frac_1,stage_1_frac_0,stage_1_frac_1,stage_1_frac_1
W100,1171,790,0.674637062,1034.381,0.883331341,259606.583,28.06%,1.843,1.526,14.96286423,0.257,0.131,0.089,0.074,0.061,0.048,0.04,0.036,0.034,0.038,0.056,0.137,0.067,0.264,0.176,0.124,0.09,0.279,144.79,23.12999999,75.1,92,281431,192,1.681386649,2.209303356,1.627617834,2.30442096,stage 1,f3,13,stage_1_frac_1,stage_1_frac_0,stage_1_frac_1,stage_1_frac_2,stage_1_frac_2
W101,1090,940,0.862385321,1098.668,1.007952294,192507,18.79%,1.767,1.483,14.81366462,0.345,0.157,0.093,0.069,0.059,0.053,0.048,0.045,0.044,0.038,0.027,0.024,0.079,0.359,0.21,0.15,0.098,0.105,82.49999997,14.92,81.5,26,120520.2107,88,1.596687879,2.172444527,1.574867717,2.293160595,stage 1,f0,10,stage_1_frac_1,stage_1_frac_0,stage_1_frac_1,stage_1_frac_2,stage_1_frac_0
W103,927,864,0.932038835,927.801,1.000864078,180489.75,22.54%,1.797,1.476,14.78799588,0.353,0.155,0.089,0.067,0.049,0.037,0.03,0.028,0.032,0.04,0.051,0.069,0.084,0.361,0.174,0.104,0.086,0.19,68.12000001,12.45,63.2,45,177652.0864,131,1.641537545,2.155824455,1.561733922,2.305654864,stage 1,f0,10,stage_1_frac_1,stage_1_frac_0,stage_1_frac_1,stage_1_frac_2,stage_1_frac_2
W104,763,831,1.089121887,919.306,1.204857143,89111,14.05%,1.703,1.381,13.95809019,0.391,0.159,0.096,0.075,0.069,0.06,0.051,0.045,0.03,0.015,0.006,0.005,0.085,0.377,0.241,0.168,0.099,0.03,46.71000002,7.639999999,71.5,16,101960.935,57,1.530546976,2.089174296,1.470793722,2.298185453,stage 1,f2,12,stage_1_frac_2,stage_1_frac_1,stage_1_frac_0,stage_1_frac_1,stage_1_frac_0
W105,782,593,0.75831202,675.045,0.8632289,78447.333,16.92%,1.737,1.372,14.08764851,0.303,0.179,0.126,0.087,0.062,0.052,0.045,0.039,0.035,0.027,0.02,0.024,0.084,0.332,0.24,0.164,0.098,0.082,25,5.12,61,16,54177.35845,38,1.561116448,2.083648408,1.467584426,2.33001873,stage 1,f2,12,stage_1_frac_2,stage_1_frac_1,stage_1_frac_0,stage_1_frac_1,stage_1_frac_1
W106,923,733,0.794149512,814.625,0.882583965,126845,18.75%,1.791,1.432,14.4513886,0.315,0.164,0.103,0.075,0.061,0.05,0.043,0.041,0.038,0.036,0.037,0.037,0.077,0.312,0.204,0.141,0.115,0.151,54.35999998,8.790000003,80.2,28,117459,76,1.605761947,2.135671523,1.52684601,2.325138412,stage 1,f2,12,stage_1_frac_1,stage_1_frac_0,stage_1_frac_1,stage_1_frac_2,stage_1_frac_2
W107,838,771,0.920047733,867.21,1.034856802,129937.667,20.11%,1.819,1.434,14.31673867,0.293,0.127,0.09,0.075,0.063,0.056,0.052,0.05,0.053,0.047,0.047,0.048,0.083,0.298,0.188,0.137,0.099,0.194,67.30000002,9.709999997,61,39,153830,114,1.646049873,2.121043033,1.529043572,2.319023274,stage 1,f2,12,stage_1_frac_1,stage_1_frac_0,stage_1_frac_1,stage_1_frac_2,stage_1_frac_2
W108,905,948,1.047513812,1018.194,1.125076243,134939.417,15.73%,1.76,1.44,14.66095688,0.32,0.173,0.103,0.07,0.055,0.047,0.047,0.048,0.047,0.041,0.027,0.022,0.09,0.311,0.212,0.161,0.118,0.107,55.89999999,9.630000002,73.5,30,120942.5961,87,1.56858089,2.145594158,1.532968594,2.331843204,stage 1,f2,12,stage_1_frac_1,stage_1_frac_1,stage_1_frac_1,stage_1_frac_2,stage_1_frac_1
W110,528,610,1.15530303,740.463,1.402392045,31920.667,9.91%,1.588,1.243,13.40974578,0.412,0.169,0.115,0.089,0.067,0.043,0.031,0.024,0.016,0.009,0.005,0.019,0.119,0.411,0.246,0.133,0.063,0.028,9.500000004,2.120000001,55,5,21397.6,15,1.411081516,2.022629148,1.298868235,2.331511273,stage 1,f1,11,stage_1_frac_0,stage_1_frac_2,stage_1_frac_0,stage_1_frac_0,stage_1_frac_1
W112,898,602,0.670378619,783.741,0.872762806,85332.083,15.78%,1.746,1.383,14.14203966,0.375,0.168,0.099,0.065,0.05,0.042,0.038,0.039,0.037,0.036,0.029,0.022,0.103,0.349,0.194,0.135,0.108,0.112,35.51,7.039999999,66,22,77836.2,50,1.570824646,2.093818129,1.475772659,2.33373335,stage 1,f2,12,stage_1_frac_2,stage_1_frac_1,stage_1_frac_0,stage_1_frac_1,stage_1_frac_1
W114,904,749,0.828539823,868.665,0.960912611,118882.583,17.56%,1.774,1.424,14.3587478,0.291,0.174,0.115,0.084,0.064,0.059,0.053,0.049,0.042,0.037,0.019,0.013,0.078,0.326,0.224,0.149,0.111,0.111,50.42000001,9.189999997,73,24,112371,75,1.60276011,2.123010023,1.52099321,2.320854273,stage 1,f2,12,stage_1_frac_1,stage_1_frac_0,stage_1_frac_1,stage_1_frac_2,stage_1_frac_2
W115,725,608,0.83862069,667.342,0.920471724,68518.417,15.54%,1.729,1.355,14.11567145,0.329,0.183,0.116,0.082,0.057,0.042,0.039,0.044,0.042,0.028,0.02,0.019,0.1,0.349,0.23,0.144,0.103,0.075,26.71,4.899999999,58,24,50523.3,39,1.531216686,2.08607081,1.447411755,2.350332265,stage 1,f2,12,stage_1_frac_2,stage_1_frac_1,stage_1_frac_0,stage_1_frac_1,stage_1_frac_1
W116,770,1081,1.403896104,1134.578,1.473477922,81250.667,9.76%,1.671,1.361,13.9980541,0.414,0.172,0.115,0.084,0.068,0.056,0.037,0.022,0.015,0.007,0.003,0.006,0.076,0.445,0.242,0.146,0.064,0.026,34.28000001,5.989999999,85.2,11,72407.04081,26,1.529465444,2.070127153,1.434687061,2.273732632,stage 1,f2,12,stage_1_frac_2,stage_1_frac_1,stage_1_frac_0,stage_1_frac_1,stage_1_frac_0
W117,890,1174,1.319101124,1260.933333,1.416779026,80429.5,7.70%,1.649,1.361,14.15800522,0.432,0.188,0.102,0.072,0.062,0.05,0.035,0.02,0.012,0.009,0.009,0.01,0.113,0.425,0.232,0.134,0.058,0.037,39.79999999,7.360000002,89,10,64744.94,32,1.455221199,2.078177769,1.427669654,2.307489892,stage 1,f1,11,stage_1_frac_2,stage_1_frac_2,stage_1_frac_0,stage_1_frac_1,stage_1_frac_2
W118,561,721,1.285204991,801.911,1.429431373,65754.917,16.26%,1.724,1.332,13.76541225,0.373,0.135,0.087,0.074,0.059,0.052,0.049,0.047,0.041,0.031,0.018,0.035,0.084,0.36,0.201,0.144,0.108,0.103,42.89000002,6.6,60.8,13,71832.8,36,1.550384074,2.062611738,1.409774774,2.294017695,stage 1,f2,12,stage_1_frac_2,stage_1_frac_1,stage_1_frac_0,stage_1_frac_1,stage_1_frac_0
W120,882,925,1.048752834,1043.051,1.182597506,140954.417,17.28%,1.761,1.44,14.42265099,0.337,0.172,0.098,0.068,0.058,0.049,0.045,0.048,0.044,0.035,0.026,0.019,0.08,0.35,0.206,0.143,0.118,0.102,70.23999998,11.99,71.9,19,151613.7256,80,1.590327033,2.123814372,1.530557028,2.280660229,stage 1,f2,12,stage_1_frac_1,stage_1_frac_0,stage_1_frac_1,stage_1_frac_2,stage_1_frac_0
W122,678,926,1.365781711,1028.577,1.517075221,100083,15.94%,1.739,1.392,14.40308896,0.37,0.147,0.085,0.067,0.058,0.052,0.05,0.044,0.037,0.033,0.024,0.032,0.09,0.345,0.207,0.132,0.111,0.116,40.67999999,7.260000001,80.1,16,90782.67072,47,1.572898942,2.092395725,1.476150559,2.302126307,stage 1,f2,12,stage_1_frac_2,stage_1_frac_1,stage_1_frac_0,stage_1_frac_1,stage_1_frac_2
W124,919,982,1.068552775,1043.155556,1.135098537,168832.75,18.71%,1.774,1.469,14.88974465,0.335,0.161,0.098,0.068,0.051,0.041,0.038,0.038,0.042,0.044,0.043,0.04,0.082,0.325,0.2,0.13,0.107,0.156,65.94000002,12.62,74,27,157456.425,84,1.592033384,2.166110728,1.557979127,2.30411424,stage 1,f2,12,stage_1_frac_1,stage_1_frac_0,stage_1_frac_1,stage_1_frac_2,stage_1_frac_2
W125,912,672,0.736842105,797.166,0.874085526,123703.333,20.18%,1.779,1.421,14.27230298,0.358,0.166,0.102,0.063,0.049,0.04,0.036,0.033,0.035,0.035,0.036,0.047,0.077,0.377,0.187,0.104,0.09,0.165,49.75000002,9.290000002,57.2,31,138989.941,75,1.610586881,2.107272753,1.500816881,2.280710131,stage 1,f2,12,stage_1_frac_1,stage_1_frac_0,stage_1_frac_1,stage_1_frac_2,stage_1_frac_0
W126,863,881,1.020857474,1113.244,1.289969873,160192.833,21.07%,1.763,1.458,14.80389284,0.422,0.174,0.098,0.061,0.047,0.038,0.033,0.027,0.024,0.027,0.027,0.023,0.084,0.439,0.204,0.111,0.075,0.086,56.80000002,10.91,82.6,26,90559.67914,60,1.604911352,2.134723186,1.542742763,2.302861182,stage 1,f2,12,stage_1_frac_1,stage_1_frac_0,stage_1_frac_1,stage_1_frac_2,stage_1_frac_2
W127,570,554,0.971929825,712.044,1.2492,43282.75,13.71%,1.646,1.287,13.71752537,0.402,0.2,0.12,0.073,0.053,0.041,0.032,0.026,0.022,0.012,0.005,0.013,0.108,0.413,0.245,0.127,0.064,0.042,13.1,2.39,59.9,9,34013.1,21,1.487459079,2.038345063,1.368903151,2.326218172,stage 1,f1,11,stage_1_frac_0,stage_1_frac_2,stage_1_frac_0,stage_1_frac_0,stage_1_frac_2
W128,648,743,1.146604938,832.84,1.285246914,40091,8.33%,1.622,1.27,13.72993551,0.458,0.169,0.084,0.059,0.049,0.05,0.039,0.028,0.019,0.014,0.012,0.02,0.137,0.396,0.219,0.14,0.065,0.045,13.99,2.9,67,8,26938,21,1.444704523,2.033076592,1.327942191,2.368610194,stage 1,f1,11,stage_1_frac_0,stage_1_frac_2,stage_1_frac_0,stage_1_frac_0,stage_1_frac_1
W129,755,726,0.961589404,878.902,1.164108609,85414.917,15.58%,1.754,1.371,14.12514393,0.381,0.174,0.108,0.068,0.048,0.036,0.031,0.028,0.027,0.028,0.028,0.042,0.093,0.398,0.202,0.115,0.084,0.108,38.80999999,7.469999999,70,21,75969.479,57,1.591928357,2.084306612,1.454271726,2.324353321,stage 1,f2,12,stage_1_frac_2,stage_1_frac_0,stage_1_frac_0,stage_1_frac_1,stage_1_frac_2
